id	year	month	day	deaths	wounded	latitude	longitude	group	text	link
2779	1976	2	12	1	0	48.856614	2.352222	Ostatní		
2780	1976	2	12	1		54.910864	-7.15523	Konflikt v Severním Irsku		
2781	1976	2	12	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2782	1976	2	17	1		54.910864	-7.15523	Konflikt v Severním Irsku		
2783	1976	2	19	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2784	1976	2	23	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2785	1976	2	26	1		54.192934	-6.576051	Konflikt v Severním Irsku		
2786	1976	2	27	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2787	1976	2	27	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2788	1976	3	1	1	0	43.320812	-1.984447	Baskický separatismus		
2789	1976	3	1	1	0	43.321127	-1.898775	Baskický separatismus		
2790	1976	3	5	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2791	1976	3	7	1		54.117879	-6.733377	Konflikt v Severním Irsku		
2792	1976	3	10	1	0			Konflikt v Severním Irsku		
2793	1976	3	10	1		54.520541	-5.975842	Konflikt v Severním Irsku		
2794	1976	3	11	1		55.068201	-3.522168	Konflikt v Severním Irsku		
2795	1976	3	13	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2796	1976	3	13	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2797	1976	3	14	1	2	41.89052	12.494249	Ostatní		
2798	1976	3	15	1	0	43.303261	-2.204363	Baskický separatismus		
2799	1976	3	15	1		51.500152	-0.126236	Konflikt v Severním Irsku		
2800	1976	3	18	1	0	43.320812	-1.984447	Baskický separatismus		
2801	1976	3	18	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2802	1976	3	27	1		51.500152	-0.126236	Konflikt v Severním Irsku		
2803	1976	3	30	1		54.41795	-6.38296	Konflikt v Severním Irsku		
2804	1976	4	1	1		54.77822	-6.557964	Konflikt v Severním Irsku		
2805	1976	4	2	1		54.832648	-6.601738	Konflikt v Severním Irsku		
2806	1976	4	3	1	0	43.359399	-1.766148	Baskický separatismus		
2807	1976	4	3	1	0	43.359399	-1.766148	Baskický separatismus		
2808	1976	4	4	1		54.597269	-5.930109	Ostatní		
2809	1976	4	5	1		54.192934	-6.576051	Konflikt v Severním Irsku		
2810	1976	4	6	1		54.293235	-6.842351	Konflikt v Severním Irsku		
2811	1976	4	8	1		54.596939	-7.050618	Konflikt v Severním Irsku		
2812	1976	4	9	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2813	1976	4	9	1		54.347539	-6.656108	Konflikt v Severním Irsku		
2814	1976	4	19	1		54.552319	-6.00253	Konflikt v Severním Irsku		
2815	1976	4	22	1		54.536706	-6.70361	Konflikt v Severním Irsku		
2816	1976	4	24	1		54.19404	-6.144144	Konflikt v Severním Irsku		
2817	1976	4	24	1		54.102813	-6.259412	Konflikt v Severním Irsku		
2818	1976	4	29	1	0	45.463681	9.188171	Ostatní		
2819	1976	5	1	1	6	38.725299	-9.150036	Ostatní		
2820	1976	5	2	1		53.999977	-6.403739	Konflikt v Severním Irsku		
2821	1976	5	11	1	0	48.856614	2.352222	Ostatní		
2822	1976	5	13	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2823	1976	5	14	1	0	48.856614	2.352222	Ostatní		
2824	1976	5	15	1		54.102813	-6.259412	Konflikt v Severním Irsku		
2825	1976	5	16	1		54.439827	-6.75975	Konflikt v Severním Irsku		
2826	1976	5	17	1		54.441136	-6.685511	Konflikt v Severním Irsku		
2827	1976	5	21	1		54.479875	-6.228448	Konflikt v Severním Irsku		
2828	1976	5	22	1		54.522472	-6.705514	Konflikt v Severním Irsku		
2829	1976	5	25	1		54.99451	-7.319996	Konflikt v Severním Irsku		
2830	1976	5	27	1	1	48.856614	2.352222	Ostatní		
2831	1976	5	27	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2832	1976	5	30	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2833	1976	6	1	1	1	53.553813	9.991586	Ostatní		
2834	1976	6	2	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2835	1976	6	2	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2836	1976	6	2	1		54.550444	-5.745668	Konflikt v Severním Irsku		
2837	1976	6	4	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2838	1976	6	4	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2839	1976	6	5	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2840	1976	6	5	1		54.380333	-5.547978	Konflikt v Severním Irsku		
2841	1976	6	5	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2842	1976	6	6	1	0	46.064913	13.230734	Extrémní levice		
2843	1976	6	6	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2844	1976	6	8	1		54.542468	-6.043481	Konflikt v Severním Irsku		
2845	1976	6	9	1	0	43.222177	-2.885668	Baskický separatismus		
2846	1976	6	18	1		54.644981	-5.928601	Konflikt v Severním Irsku		
2847	1976	6	19	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2848	1976	6	19	1		54.552319	-6.00253	Konflikt v Severním Irsku		
2849	1976	6	20	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2850	1976	6	21	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2851	1976	6	21	1		54.552319	-6.00253	Konflikt v Severním Irsku		
2852	1976	6	22	1		54.448118	-6.387579	Konflikt v Severním Irsku		
2853	1976	6	23	1		54.118385	-6.641824	Konflikt v Severním Irsku		
2854	1976	6	26	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2855	1976	6	28	1		54.467967	-6.337967	Konflikt v Severním Irsku		
2856	1976	6	30	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2857	1976	6	30	1		54.99451	-7.319996	Konflikt v Severním Irsku		
2858	1976	7	1	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2859	1976	7	3	1		54.99451	-7.319996	Konflikt v Severním Irsku		
2860	1976	7	6	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2861	1976	7	7	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2862	1976	7	10	1	0	41.89052	12.494249	Extrémní pravice		
2863	1976	7	11	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2864	1976	7	13	1		54.644981	-5.928601	Konflikt v Severním Irsku		
2865	1976	7	18	1		54.253718	-7.44106	Konflikt v Severním Irsku		
2866	1976	7	21	1		54.99451	-7.319996	Konflikt v Severním Irsku		
2867	1976	7	25	1		54.411142	-6.600146	Konflikt v Severním Irsku		
2868	1976	7	30	1		54.692009	-6.6703	Konflikt v Severním Irsku		
2869	1976	7	31	1		54.467967	-6.337967	Konflikt v Severním Irsku		
2870	1976	8	1	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2871	1976	8	2	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2872	1976	8	3	1		54.927953	-6.925873	Konflikt v Severním Irsku		
2873	1976	8	8	1		54.077313	-6.608787	Konflikt v Severním Irsku		
2874	1976	8	11	1		54.99451	-7.319996	Konflikt v Severním Irsku		
2875	1976	8	18	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2876	1976	8	19	1		54.560124	-5.983657	Konflikt v Severním Irsku		
2877	1976	8	19	1		53.819883	-0.901668	Konflikt v Severním Irsku		
2878	1976	8	26	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2879	1976	8	28	1	1	43.696036	7.265592	Ostatní		
2880	1976	8	31	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2881	1976	9	1	1	0	45.562846	8.058267	Extrémní levice		
2882	1976	9	1	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2883	1976	9	10	1		54.510893	-6.042726	Konflikt v Severním Irsku		
2884	1976	9	11	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2885	1976	9	15	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2886	1976	9	16	1		53.1176	-7.330632	Konflikt v Severním Irsku		
2887	1976	9	17	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2888	1976	9	18	1		54.42071	-6.443767	Konflikt v Severním Irsku		
2889	1976	9	24	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2890	1976	9	25	1		54.644981	-5.928601	Konflikt v Severním Irsku		
2891	1976	9	27	1		54.863117	-6.278343	Konflikt v Severním Irsku		
2892	1976	10	3	1		54.99451	-7.319996	Konflikt v Severním Irsku		
2893	1976	10	8	1		54.951082	-6.558998	Konflikt v Severním Irsku		
2894	1976	10	8	1		54.99451	-7.319996	Konflikt v Severním Irsku		
2895	1976	10	9	1		54.863117	-6.278343	Konflikt v Severním Irsku		
2896	1976	10	9	1		54.863117	-6.278343	Konflikt v Severním Irsku		
2897	1976	10	11	1		54.362965	-6.476626	Konflikt v Severním Irsku		
2898	1976	10	13	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2899	1976	10	17	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2900	1976	10	26	1		54.347539	-6.656108	Konflikt v Severním Irsku		
2901	1976	10	28	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
2902	1976	10	28	1		54.567616	-6.955809	Konflikt v Severním Irsku		
2903	1976	10	29	1		54.99451	-7.319996	Konflikt v Severním Irsku		
2904	1976	10	30	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2905	1976	11	2	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2906	1976	11	3	1	0	41.387917	2.169919	Extrémní levice		
2907	1976	11	3	1		54.612605	-6.121082	Konflikt v Severním Irsku		
2908	1976	11	3	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2909	1976	11	4	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2910	1976	11	5	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2911	1976	11	6	1		54.670632	-5.905026	Konflikt v Severním Irsku		
2912	1976	11	9	1		54.770403	-6.673176	Konflikt v Severním Irsku		
2913	1976	11	11	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2914	1976	11	11	1		54.951082	-6.558998	Konflikt v Severním Irsku		
2915	1976	11	13	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2916	1976	11	15	1		54.467967	-6.337967	Konflikt v Severním Irsku		
2917	1976	11	15	1		55.033131	-7.112556	Konflikt v Severním Irsku		
2918	1976	11	18	1		54.99451	-7.319996	Konflikt v Severním Irsku		
2919	1976	11	22	1		55.026391	-7.180483	Konflikt v Severním Irsku		
2920	1976	11	23	1		54.99451	-7.319996	Konflikt v Severním Irsku		
2921	1976	11	25	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2922	1976	11	26	1	2	41.492901	13.830566	Extrémní levice		
2923	1976	11	27	1		54.467967	-6.337967	Konflikt v Severním Irsku		
2924	1976	11	27	1		54.99451	-7.319996	Konflikt v Severním Irsku		
2925	1976	11	30	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2926	1976	12	3	1		54.502852	-6.769568	Konflikt v Severním Irsku		
2927	1976	12	5	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2928	1976	12	11	1		54.99451	-7.319996	Konflikt v Severním Irsku		
2929	1976	12	13	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2930	1976	12	14	1	1	37.97918	23.716647	Ostatní		
2931	1976	12	14	1	1	41.89052	12.494249	Extrémní levice		
2932	1976	12	15	1		54.42071	-6.443767	Konflikt v Severním Irsku		
2933	1976	12	15	1		54.42071	-6.443767	Konflikt v Severním Irsku		
2934	1976	12	16	1	0	45.535858	9.238889	Extrémní levice		
2935	1976	12	16	1	2	45.539838	10.222956	Ostatní		
2936	1976	12	20	1	0	40.416691	-3.700345	Extrémní levice		
2937	1976	12	20	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2938	1976	12	22	1		54.842824	-6.667731	Konflikt v Severním Irsku		
2939	1975	1	0	1				Ostatní		
2940	1975	1	19	1		54.081638	-6.448779	Konflikt v Severním Irsku		
2941	1975	1	26	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2942	1975	1	29	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2943	1975	1	31	1		54.502852	-6.769568	Konflikt v Severním Irsku		
2944	1975	2	6	1		54.855103	-5.811254	Konflikt v Severním Irsku		
2945	1975	2	6	1		55.042187	-6.684383	Konflikt v Severním Irsku		
2946	1975	2	8	1		54.625869	-5.982754	Konflikt v Severním Irsku		
2947	1975	2	10	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2948	1975	2	11	1		54.542956	-6.926293	Konflikt v Severním Irsku		
2949	1975	2	14	1		55.129345	-6.663439	Konflikt v Severním Irsku		
2950	1975	2	19	1		54.467967	-6.337967	Konflikt v Severním Irsku		
2951	1975	2	20	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2952	1975	2	20	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2953	1975	2	20	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2954	1975	2	25	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2955	1975	2	25	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2956	1975	2	26	1		51.500152	-0.126236	Konflikt v Severním Irsku		
2957	1975	2	27	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2958	1975	2	27	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2959	1975	2	28	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2960	1975	2	28	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2961	1975	3	4	1		54.57634	-5.917178	Konflikt v Severním Irsku		
2962	1975	3	6	1		54.42071	-6.443767	Konflikt v Severním Irsku		
2963	1975	3	8	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2964	1975	3	12	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2965	1975	3	16	1		54.65548	-5.674815	Konflikt v Severním Irsku		
2966	1975	3	29	1	0	43.320812	-1.984447	Baskický separatismus		
2967	1975	4	1	1		54.42071	-6.443767	Konflikt v Severním Irsku		
2968	1975	4	1	1		54.713641	-5.808233	Konflikt v Severním Irsku		
2969	1975	4	3	1		54.42071	-6.443767	Konflikt v Severním Irsku		
2970	1975	4	3	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2971	1975	4	5	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2972	1975	4	6	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2973	1975	4	7	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2974	1975	4	7	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2975	1975	4	12	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2976	1975	4	12	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2977	1975	4	12	1		54.414416	-6.976641	Konflikt v Severním Irsku		
2978	1975	4	25	1		54.42071	-6.443767	Konflikt v Severním Irsku		
2979	1975	4	28	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2980	1975	4	28	1		54.597269	-5.930109	Ostatní		
2981	1975	5	2	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2982	1975	5	6	1	0	43.317073	-2.678975	Baskický separatismus		
2983	1975	5	7	1	0	43.256963	-2.923441	Baskický separatismus		
2984	1975	5	10	1		54.99451	-7.319996	Konflikt v Severním Irsku		
2985	1975	5	15	1	0	43.317073	-2.678975	Baskický separatismus		
2986	1975	5	18	1		54.255696	-5.948804	Konflikt v Severním Irsku		
2987	1975	5	22	1		54.671804	-5.957181	Konflikt v Severním Irsku		
2988	1975	5	24	1		54.818983	-6.663403	Konflikt v Severním Irsku		
2989	1975	5	25	1		54.717441	-7.232568	Konflikt v Severním Irsku		
2990	1975	5	27	1		54.471741	-7.635635	Konflikt v Severním Irsku		
2991	1975	5	31	1		53.999977	-6.403739	Konflikt v Severním Irsku		
2992	1975	6	1	1		54.418875	-8.088046	Konflikt v Severním Irsku		
2993	1975	6	5	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2994	1975	6	6	1	0			Baskický separatismus		
2995	1975	6	10	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2996	1975	6	10	1		51.903347	-8.48825	Konflikt v Severním Irsku		
2997	1975	6	10	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2998	1975	6	13	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2999	1975	6	14	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3000	1975	6	14	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3001	1975	6	19	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3002	1975	6	20	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3003	1975	6	20	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3004	1975	6	22	1		54.713382	-6.216761	Konflikt v Severním Irsku		
3005	1975	6	22	1		53.252173	-6.665464	Konflikt v Severním Irsku		
3006	1975	6	24	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3007	1975	6	28	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3008	1975	7	5	1	0	43.295562	-2.353894	Baskický separatismus		
3009	1975	7	7	1		54.467967	-6.337967	Konflikt v Severním Irsku		
3010	1975	7	10	1	0	40.416691	-3.700345	Extrémní levice		
3011	1975	7	12	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3012	1975	7	13	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3013	1975	7	14	1	0	40.416691	-3.700345	Extrémní levice		
3014	1975	7	19	1	0	40.416691	-3.700345	Extrémní levice		
3015	1975	7	26	1		54.927953	-6.925873	Konflikt v Severním Irsku		
3016	1975	7	27	1		54.467967	-6.337967	Konflikt v Severním Irsku		
3017	1975	7	31	1	0	43.271382	-2.049934	Baskický separatismus		
3018	1975	7	31	1	0	51.500152	-0.126236	Konflikt v Severním Irsku		
3019	1975	8	2	1	0	40.416691	-3.700345	Extrémní levice		
3020	1975	8	2	1		54.446614	-6.690752	Konflikt v Severním Irsku		
3021	1975	8	8	1	0	43.267549	-1.975814	Baskický separatismus		
3022	1975	8	9	1	0	40.416691	-3.700345	Extrémní levice		
3023	1975	8	11	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
3024	1975	8	12	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3025	1975	8	13	1		54.192934	-6.576051	Konflikt v Severním Irsku		
3026	1975	8	15	1		54.347539	-6.656108	Konflikt v Severním Irsku		
3027	1975	8	15	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3028	1975	8	15	1		54.542468	-6.043481	Konflikt v Severním Irsku		
3029	1975	8	16	1	0	40.416691	-3.700345	Extrémní levice		
3030	1975	8	17	1	0	39.470239	-0.376805	Extrémní levice		
3031	1975	8	21	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3032	1975	8	21	1		54.671804	-5.957181	Konflikt v Severním Irsku		
3033	1975	8	22	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3034	1975	8	27	1		54.560124	-5.983657	Konflikt v Severním Irsku		
3035	1975	8	27	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3036	1975	8	29	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3037	1975	8	29	1		51.500152	-0.126236	Konflikt v Severním Irsku		
3038	1975	8	30	1		54.223033	-6.486782	Konflikt v Severním Irsku		
3039	1975	8	31	1		54.291162	-6.732317	Konflikt v Severním Irsku		
3040	1975	9	1	1		54.446614	-6.690752	Konflikt v Severním Irsku		
3041	1975	9	1	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3042	1975	9	1	1		54.722656	-5.977127	Konflikt v Severním Irsku		
3043	1975	9	2	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3044	1975	9	7	1		54.670076	-6.066095	Konflikt v Severním Irsku		
3045	1975	9	8	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3046	1975	9	8	1		54.855103	-5.811254	Konflikt v Severním Irsku		
3047	1975	9	8	1		54.411142	-6.600146	Konflikt v Severním Irsku		
3048	1975	9	9	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3049	1975	9	12	1		54.542468	-6.043481	Konflikt v Severním Irsku		
3050	1975	9	14	1	0	41.387917	2.169919	Extrémní levice		
3051	1975	9	14	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3052	1975	9	18	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3053	1975	9	23	1		54.42071	-6.443767	Konflikt v Severním Irsku		
3054	1975	9	26	1		56.55	-5.3	Konflikt v Severním Irsku		
3055	1975	9	29	1	0	48.218878	-4.164362	Ostatní		
3056	1975	10	0	1	0	51.500152	-0.126236	Konflikt v Severním Irsku		
3057	1975	10	1	1	0	40.416691	-3.700345	Extrémní levice		
3058	1975	10	1	1	0	40.416691	-3.700345	Extrémní levice		
3059	1975	10	1	1	0	40.416691	-3.700345	Extrémní levice		
3060	1975	10	1	1	0	40.416691	-3.700345	Extrémní levice		
3061	1975	10	2	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3062	1975	10	2	1		54.663228	-6.276696	Konflikt v Severním Irsku		
3063	1975	10	2	1		54.401305	-5.649401	Konflikt v Severním Irsku		
3064	1975	10	2	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3065	1975	10	3	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3066	1975	10	3	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3067	1975	10	5	1	0	43.130387	-2.542155	Ostatní		
3068	1975	10	5	1		53.344104	-6.267494	Konflikt v Severním Irsku		
3069	1975	10	6	1		55.050852	-6.950535	Konflikt v Severním Irsku		
3070	1975	10	9	1	18	51.500152	-0.126236	Konflikt v Severním Irsku		
3071	1975	10	9	1		54.077313	-6.608787	Konflikt v Severním Irsku		
3072	1975	10	10	1	0	40.416691	-3.700345	Extrémní levice		
3073	1975	10	10	1	0	40.416691	-3.700345	Extrémní levice		
3074	1975	10	10	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3075	1975	10	10	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3076	1975	10	12	1	0	42.977822	-2.642724	Baskický separatismus		
3077	1975	10	14	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3078	1975	10	16	1	0	53.553813	9.991586	Extrémní levice		
3079	1975	10	17	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3080	1975	10	18	1	0	43.280364	-2.171588	Baskický separatismus		
3081	1975	10	22	1	0	48.208174	16.373819	Ostatní		
3082	1975	10	23	1	0	51.500152	-0.126236	Konflikt v Severním Irsku		
3083	1975	10	29	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3084	1975	10	29	1		54.467967	-6.337967	Konflikt v Severním Irsku		
3085	1975	10	30	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3086	1975	10	31	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3087	1975	10	31	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3088	1975	10	31	1		54.530715	-6.811011	Konflikt v Severním Irsku		
3089	1975	11	3	1	0	51.500152	-0.126236	Konflikt v Severním Irsku		
3090	1975	11	3	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3091	1975	11	5	1		54.411953	-6.745731	Konflikt v Severním Irsku		
3092	1975	11	6	1		54.192934	-6.576051	Konflikt v Severním Irsku		
3093	1975	11	9	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3094	1975	11	10	1		54.250039	-6.703625	Konflikt v Severním Irsku		
3095	1975	11	11	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3096	1975	11	11	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3097	1975	11	11	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3098	1975	11	11	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3099	1975	11	12	1	0	51.500152	-0.126236	Konflikt v Severním Irsku		
3100	1975	11	12	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3101	1975	11	15	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3102	1975	11	16	1		54.556491	-7.119659	Konflikt v Severním Irsku		
3103	1975	11	21	1		54.081638	-6.448779	Konflikt v Severním Irsku		
3104	1975	11	25	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3105	1975	11	25	1		54.99451	-7.319996	Konflikt v Severním Irsku		
3106	1975	11	27	1	0	51.500152	-0.126236	Konflikt v Severním Irsku		
3107	1975	11	29	1		53.344104	-6.267494	Konflikt v Severním Irsku		
3108	1975	11	29	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3109	1975	11	30	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3110	1975	12	14	1		54.42071	-6.443767	Konflikt v Severním Irsku		
3111	1975	12	18	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3112	1975	12	21	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3113	1975	12	23	1	0	37.97918	23.716647	Ostatní		
3114	1975	12	30	1		54.442265	-6.60368	Konflikt v Severním Irsku		
3115	1974	0	0	1	0	44.407062	8.933989	Extrémní levice		
3116	1974	1	1	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3117	1974	1	5	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3118	1974	1	10	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3119	1974	1	13	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3120	1974	1	14	1		54.595016	-5.703109	Konflikt v Severním Irsku		
3121	1974	1	17	1		54.452223	-7.486124	Konflikt v Severním Irsku		
3122	1974	1	17	1		54.542956	-6.926293	Konflikt v Severním Irsku		
3123	1974	1	20	1		54.713641	-5.808233	Konflikt v Severním Irsku		
3124	1974	1	20	1		54.414416	-6.976641	Konflikt v Severním Irsku		
3125	1974	1	21	1		54.99451	-7.319996	Konflikt v Severním Irsku		
3126	1974	1	25	1		54.707756	-6.53233	Konflikt v Severním Irsku		
3127	1974	1	26	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3128	1974	1	29	1		54.208418	-5.891745	Konflikt v Severním Irsku		
3129	1974	1	29	1		54.99451	-7.319996	Konflikt v Severním Irsku		
3130	1974	1	30	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3131	1974	2	4	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3132	1974	2	9	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3133	1974	2	12	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3134	1974	2	18	1		54.077313	-6.608787	Konflikt v Severním Irsku		
3135	1974	2	21	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3136	1974	2	24	1		54.99451	-7.319996	Konflikt v Severním Irsku		
3137	1974	2	28	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3138	1974	3	3	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3139	1974	3	3	1		54.530715	-6.811011	Konflikt v Severním Irsku		
3140	1974	3	11	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3141	1974	3	12	1		54.183	-7.23371	Konflikt v Severním Irsku		
3142	1974	3	13	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3143	1974	3	14	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3144	1974	3	15	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3145	1974	3	15	1		54.755402	-6.606029	Konflikt v Severním Irsku		
3146	1974	3	17	1		54.448118	-6.387579	Konflikt v Severním Irsku		
3147	1974	3	17	1		54.99451	-7.319996	Konflikt v Severním Irsku		
3148	1974	3	19	1		54.69212	-5.863265	Konflikt v Severním Irsku		
3149	1974	3	21	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3150	1974	3	24	1		54.600305	-7.298402	Konflikt v Severním Irsku		
3151	1974	3	24	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3152	1974	3	26	1		54.597269	-5.930109	Konflikt v Severním Irsku		
3153	1974	3	28	1		54.597269	-5.930109	Konflikt v Severním Irsku		
